0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.010000000000000000e+02,7.090000000000000000e+02,6.950000000000000000e+02,7.110000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.010000000000000000e+02,7.090000000000000000e+02,6.950000000000000000e+02,7.110000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.010000000000000000e+02,7.090000000000000000e+02,6.950000000000000000e+02,7.120000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.010000000000000000e+02,7.090000000000000000e+02,6.950000000000000000e+02,7.110000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.010000000000000000e+02,7.090000000000000000e+02,6.950000000000000000e+02,7.110000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.010000000000000000e+02,7.090000000000000000e+02,6.950000000000000000e+02,7.120000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.010000000000000000e+02,7.090000000000000000e+02,6.950000000000000000e+02,7.110000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.120000000000000000e+02,7.090000000000000000e+02,6.950000000000000000e+02,7.110000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.100000000000000000e+02,7.140000000000000000e+02,7.000000000000000000e+02,7.170000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.120000000000000000e+02,7.130000000000000000e+02,6.980000000000000000e+02,7.140000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.120000000000000000e+02,7.150000000000000000e+02,7.010000000000000000e+02,7.170000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.080000000000000000e+02,7.140000000000000000e+02,6.980000000000000000e+02,7.140000000000000000e+02,0.000000000000000000e+00
